FamilyID	GCA_027604705.1_ASM2760470v1_protein.faa<1>	GCA_001574975.1_Ganpr1_protein.faa<2>	GCF_000182565.1_S_punctatus_V1_protein.faa<3>	GCF_000002945.1_ASM294v2_protein.faa<4>	GCF_000146045.2_R64_protein.faa<5>	GCF_000011425.1_ASM1142v1_protein.faa<6>	GCA_023515795.1_ASM2351579v1_protein.faa<7>	GCA_001875675.1_ASM187567v1_protein.faa<8>	GCA_027571585.1_ASM2757158v1_protein.faa<9>	GCA_002794465.1_KSL3_v6_protein.faa<10>	GCF_000760515.2_UGP1.1_protein.faa<11>	GCA_000442015.1_Rozella_k41_t100_protein.faa<12>	GCF_000388065.1_Font_alba_ATCC_38817_V2_protein.faa<13>	GCF_000002865.3_V1.0_protein.faa<14>	GCF_000151315.2_C_owczarzaki_V2_protein.faa<15>	<16>	<17>	<18>	<19>	<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>	<28>
family686	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family687	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family688	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family689	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family690	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family691	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family692	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family693	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family696	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family697	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family698	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family699	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family701	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family703	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family705	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
family706	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family707	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family708	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family709	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family712	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family713	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family714	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
family715	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
family716	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family717	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family719	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family720	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family723	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family725	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
family726	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family727	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family728	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family730	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family734	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family735	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family737	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family738	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family740	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family741	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family742	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family748	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family749	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family750	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family751	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family752	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family753	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family754	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family757	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family758	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family759	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family760	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family761	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family764	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family765	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family766	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family768	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family769	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family771	1	5	1	-3	-1	3	-1	0	0	0	0	0	-3	0	2	0	0	0	0	2	0	-1	0	-2	-1	0	-1	0
family772	2	8	0	-1	-1	5	0	0	0	0	-1	0	-1	-1	3	0	0	0	0	1	0	0	0	-2	0	0	-1	0
family773	0	6	1	-1	-1	6	-1	0	0	0	-1	0	-2	0	0	0	0	0	0	2	0	0	0	-1	-1	0	-1	0
family774	1	0	1	1	1	0	0	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	0	-2	0	-1	0
family778	0	1	1	0	-1	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	-2	0	-1	0
family779	3	2	0	0	0	0	-1	0	0	0	0	0	0	-2	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	0	0
family780	-1	1	0	-1	-1	1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	-1	0
family782	-1	0	1	0	-2	2	0	-1	-1	0	-2	0	0	-1	1	0	0	0	0	0	0	1	0	0	0	0	-1	0
family783	-1	3	0	0	0	2	-1	0	0	0	-1	0	0	0	2	0	0	0	0	0	0	0	0	-1	0	0	-1	0
family784	1	1	1	-1	0	1	0	0	0	0	0	1	-1	0	-1	0	0	0	0	1	0	0	0	0	-1	-1	0	0
family785	2	0	1	0	0	1	-2	0	0	0	0	0	-1	-1	1	0	0	0	0	1	0	0	0	-1	0	0	-1	0
family787	3	0	1	-1	0	0	1	-1	-1	0	0	1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	0
family788	0	0	0	0	0	2	0	1	-1	0	-1	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family789	0	0	1	0	1	0	0	0	0	0	0	-1	-1	-2	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
family790	0	1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0
family793	1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0
family794	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
family795	0	0	0	-1	-1	0	0	0	0	1	-1	0	0	1	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	0
family798	0	0	0	0	0	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
family799	0	0	1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0
family800	-1	0	0	-2	-1	0	0	0	-1	0	-1	0	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0
family801	0	0	0	0	0	0	-1	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0
family802	0	0	0	0	0	0	0	-1	-1	0	-2	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0
family803	1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0
family804	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	-1	0	0	0
family805	-1	1	0	0	-1	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
family806	1	0	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	-1	0
family807	1	0	2	0	0	0	1	0	-1	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
family808	1	0	0	0	2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family810	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family813	1	1	1	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family816	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0
family818	0	0	0	1	0	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
family819	1	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family820	0	1	1	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family821	1	0	1	0	0	0	1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family822	0	0	1	0	0	0	0	0	0	0	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family823	0	0	0	0	0	0	2	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family824	0	0	1	1	0	0	1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family826	0	0	-1	1	1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family827	0	0	0	1	1	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family828	0	1	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family829	0	0	0	1	1	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family830	0	0	1	0	1	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family831	0	1	1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family832	0	0	1	0	0	0	0	-1	0	-1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family833	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family834	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family837	1	0	0	0	0	0	0	0	-1	0	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family838	0	0	1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family839	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family840	0	0	0	0	0	0	-1	1	0	0	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
family841	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family842	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0
family843	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0
family844	0	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family845	0	0	0	0	1	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family846	0	0	0	0	0	0	-1	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family847	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family848	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family849	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family850	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family851	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family852	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family853	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family855	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family856	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family858	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family859	0	0	1	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family860	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family861	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family862	0	0	0	1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family863	1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family865	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family866	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family868	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family869	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
family870	0	0	0	0	0	0	0	-1	0	-1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family871	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family872	0	0	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family873	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family875	0	0	0	0	0	-1	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
family877	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family880	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family883	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family884	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family885	-1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family887	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family888	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family892	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family894	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family896	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family898	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family899	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family903	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family904	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family906	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family907	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family908	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family909	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family911	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family914	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family916	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family917	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family918	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family919	0	0	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family920	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family921	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family922	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family923	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family924	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family925	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family926	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family927	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family928	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family930	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family931	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family932	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family933	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family934	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family935	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family936	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family938	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family940	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
family942	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
family944	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family946	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family948	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family950	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family951	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
family953	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
family954	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
