Desc	Family ID	GCA_000442015.1_Rozella_k41_t100_protein.faa	GCA_001574975.1_Ganpr1_protein.faa	GCA_001875675.1_ASM187567v1_protein.faa	GCA_002794465.1_KSL3_v6_protein.faa	GCA_023515795.1_ASM2351579v1_protein.faa	GCA_027571585.1_ASM2757158v1_protein.faa	GCA_027604705.1_ASM2760470v1_protein.faa	GCF_000002865.3_V1.0_protein.faa	GCF_000002945.1_ASM294v2_protein.faa	GCF_000011425.1_ASM1142v1_protein.faa	GCF_000146045.2_R64_protein.faa	GCF_000151315.2_C_owczarzaki_V2_protein.faa	GCF_000182565.1_S_punctatus_V1_protein.faa	GCF_000388065.1_Font_alba_ATCC_38817_V2_protein.faa	GCF_000760515.2_UGP1.1_protein.faa
(null)	family4441	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
(null)	family4442	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
(null)	family4443	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
(null)	family4444	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4445	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4446	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4447	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4448	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4449	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4450	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4451	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4452	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4453	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4454	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4455	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4456	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4457	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4458	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4459	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4460	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4461	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4462	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4463	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4464	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4465	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4466	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4467	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4468	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4469	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4470	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4471	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4472	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4473	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4474	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4475	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4476	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4477	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	family4478	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4479	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4480	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4481	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4482	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4483	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4484	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4485	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4486	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4487	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4488	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4489	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4490	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4491	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4492	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4493	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4494	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4495	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4496	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4497	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4498	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4499	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4500	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4501	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4502	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4503	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4504	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4505	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4506	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4507	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4508	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4509	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4510	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4511	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4512	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4513	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4514	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4515	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4516	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4517	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4518	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4519	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4520	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4521	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4522	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4523	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4524	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4525	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4526	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4527	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	family4528	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4529	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4530	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4531	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4532	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4533	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4534	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4535	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4536	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4537	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4538	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4539	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	family4540	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4541	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4542	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4543	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4544	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4545	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4546	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4547	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4548	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4549	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4550	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4551	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4552	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4553	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4554	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4555	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4556	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4557	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4558	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4559	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4560	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4561	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4562	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4563	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4564	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4565	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4566	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4567	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4568	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4569	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4570	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4571	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4572	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4573	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4574	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4575	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4576	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4577	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4578	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
(null)	family4579	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
(null)	family4580	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4581	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	family4582	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4583	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4584	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4585	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4586	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4587	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4588	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4589	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4590	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4591	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4592	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4593	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4594	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	family4595	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4596	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4597	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4598	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4599	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4600	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4601	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4602	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4603	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4604	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4605	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4606	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4607	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4608	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4609	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4610	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4611	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4612	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4613	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4614	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4615	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4616	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4617	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4618	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4619	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4620	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4621	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4622	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4623	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4624	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4625	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4626	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4627	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4628	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4629	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4630	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4631	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4632	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4633	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4634	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4635	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4636	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4637	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4638	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4639	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4640	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4641	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4642	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4643	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4644	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4645	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4646	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4647	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4648	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4649	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4650	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4651	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4652	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4653	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4654	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4655	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4656	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4657	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4658	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4659	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4660	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4661	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4662	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4663	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4664	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	family4665	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4666	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4667	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4668	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4669	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4670	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4671	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4672	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4673	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4674	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4675	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4676	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4677	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4678	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4679	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4680	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4681	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4682	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4683	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4684	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	family4685	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4686	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4687	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4688	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4689	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4690	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4691	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4692	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4693	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4694	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4695	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4696	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4697	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4698	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4699	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4700	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4701	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4702	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4703	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4704	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4705	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4706	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4707	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4708	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4709	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4710	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4711	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4712	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4713	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
(null)	family4714	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4715	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
(null)	family4716	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	family4717	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4718	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4719	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4720	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4721	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4722	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4723	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4724	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4725	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4726	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4727	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4728	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4729	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4730	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4731	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4732	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4733	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	family4734	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4735	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4736	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4737	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	family4738	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4739	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4740	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4741	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4742	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4743	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4744	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4745	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4746	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	family4747	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4748	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4749	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4750	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4751	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4752	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4753	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	family4754	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	family4755	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4756	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4757	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4758	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4759	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(null)	family4760	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4761	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4762	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4763	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4764	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	family4765	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4766	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4767	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	family4768	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4769	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4770	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	family4771	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	family4772	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4773	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4774	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4775	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4776	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	family4777	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4778	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4779	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4780	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4781	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4782	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4783	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4784	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4785	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4786	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4787	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4788	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4789	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	family4790	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4791	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4792	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4793	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	family4794	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4795	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4796	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4797	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
(null)	family4798	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
